ppname,ANS.p_correct,CANCELLATION_MARKED.bestR,CANCELLATION_MARKED.interdist,CANCELLATION_MARKED.intersect_rate,CANCELLATION_MARKED.intertime,CANCELLATION_UNMARKED.intertime,CATTELL_1.n_correct,CATTELL_2.n_correct,DEPRIVATION.IDACI_Rank,DEPRIVATION.Index_of_Multiple_Deprivation_Rank,DIGIT_SPAN.n_correct,DOT_MATRIX.n_correct,GONOGO.dprime,QUESTIONNAIRE_1.Q10_RT,QUESTIONNAIRE_1.Q10_resp,QUESTIONNAIRE_1.Q11_RT,QUESTIONNAIRE_1.Q11_resp,QUESTIONNAIRE_1.Q12_RT,QUESTIONNAIRE_1.Q12_resp,QUESTIONNAIRE_1.Q13_RT,QUESTIONNAIRE_1.Q13_resp,QUESTIONNAIRE_1.Q14_RT,QUESTIONNAIRE_1.Q14_resp,QUESTIONNAIRE_1.Q15_RT,QUESTIONNAIRE_1.Q15_resp,QUESTIONNAIRE_1.Q16_RT,QUESTIONNAIRE_1.Q16_resp,QUESTIONNAIRE_1.Q17_RT,QUESTIONNAIRE_1.Q17_resp,QUESTIONNAIRE_1.Q18_RT,QUESTIONNAIRE_1.Q18_resp,QUESTIONNAIRE_1.Q19_RT,QUESTIONNAIRE_1.Q19_resp,QUESTIONNAIRE_1.Q1_RT,QUESTIONNAIRE_1.Q1_resp,QUESTIONNAIRE_1.Q2_RT,QUESTIONNAIRE_1.Q2_resp,QUESTIONNAIRE_1.Q3_RT,QUESTIONNAIRE_1.Q3_resp,QUESTIONNAIRE_1.Q4_RT,QUESTIONNAIRE_1.Q4_resp,QUESTIONNAIRE_1.Q5_RT,QUESTIONNAIRE_1.Q5_resp,QUESTIONNAIRE_1.Q6_RT,QUESTIONNAIRE_1.Q6_resp,QUESTIONNAIRE_1.Q7_RT,QUESTIONNAIRE_1.Q7_resp,QUESTIONNAIRE_1.Q8_RT,QUESTIONNAIRE_1.Q8_resp,QUESTIONNAIRE_1.Q9_RT,QUESTIONNAIRE_1.Q9_resp,QUESTIONNAIRE_2.Q10_RT,QUESTIONNAIRE_2.Q10_resp,QUESTIONNAIRE_2.Q11_RT,QUESTIONNAIRE_2.Q11_resp,QUESTIONNAIRE_2.Q12_RT,QUESTIONNAIRE_2.Q12_resp,QUESTIONNAIRE_2.Q13_RT,QUESTIONNAIRE_2.Q13_resp,QUESTIONNAIRE_2.Q14_RT,QUESTIONNAIRE_2.Q14_resp,QUESTIONNAIRE_2.Q15_RT,QUESTIONNAIRE_2.Q15_resp,QUESTIONNAIRE_2.Q16_RT,QUESTIONNAIRE_2.Q16_resp,QUESTIONNAIRE_2.Q1_RT,QUESTIONNAIRE_2.Q1_resp,QUESTIONNAIRE_2.Q2_RT,QUESTIONNAIRE_2.Q2_resp,QUESTIONNAIRE_2.Q3_RT,QUESTIONNAIRE_2.Q3_resp,QUESTIONNAIRE_2.Q4_RT,QUESTIONNAIRE_2.Q4_resp,QUESTIONNAIRE_2.Q5_RT,QUESTIONNAIRE_2.Q5_resp,QUESTIONNAIRE_2.Q6_RT,QUESTIONNAIRE_2.Q6_resp,QUESTIONNAIRE_2.Q7_RT,QUESTIONNAIRE_2.Q7_resp,QUESTIONNAIRE_2.Q8_RT,QUESTIONNAIRE_2.Q8_resp,QUESTIONNAIRE_2.Q9_RT,QUESTIONNAIRE_2.Q9_resp,QUESTIONNAIRE_3.Q10_RT,QUESTIONNAIRE_3.Q10_resp,QUESTIONNAIRE_3.Q11_RT,QUESTIONNAIRE_3.Q11_resp,QUESTIONNAIRE_3.Q12_RT,QUESTIONNAIRE_3.Q12_resp,QUESTIONNAIRE_3.Q1_RT,QUESTIONNAIRE_3.Q1_resp,QUESTIONNAIRE_3.Q2_RT,QUESTIONNAIRE_3.Q2_resp,QUESTIONNAIRE_3.Q3_RT,QUESTIONNAIRE_3.Q3_resp,QUESTIONNAIRE_3.Q4_RT,QUESTIONNAIRE_3.Q4_resp,QUESTIONNAIRE_3.Q5_RT,QUESTIONNAIRE_3.Q5_resp,QUESTIONNAIRE_3.Q6_RT,QUESTIONNAIRE_3.Q6_resp,QUESTIONNAIRE_3.Q7_RT,QUESTIONNAIRE_3.Q7_resp,QUESTIONNAIRE_3.Q8_RT,QUESTIONNAIRE_3.Q8_resp,QUESTIONNAIRE_3.Q9_RT,QUESTIONNAIRE_3.Q9_resp,READING.n_correct,SUMS.n_correct
465,NaN,0.6118305763,330.3666211361,0.2564102564,0.765,0.5845,3,7,4592,5252,9,0,2.5596585169,13.4007,1,9.301,2,7.3671,1,21.2678,0.9899498,6.6669,1,12.1675,0.7520939,5.734,0,7.6005,0.236809,5.8005,0.9924623,10.8673,0.4924623,20.9014,0.5,22.568,0,12.4672,1,25.7681,0.4811558,15.601,3,12.2334,2,7.8336,0,5.9335,0,9.9676,2,8.034,0.3442211,8.867,1,4.8,0.6595477,17.168,0.2047739,3.867,0.001256281,5.767,1,11.234,0.3404523,8.968,0.6658291,6.234,1,8.368,0.8693467,9.067,1,13.335,0,4.6,0,7.468,1,5.668,0.02659129,7.134,0.005653266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,26
466,0.5603448276,0.8715712437,304.7270843845,0.15,0.433,0.383,3,3,15843,23017,9,7,2.5741269417,10.5006,2,9.4004,2,6.5006,1,7.5673,0.2525126,6.467,0.6457286,17.501,1,5.3342,0.5,7.3672,0.5,5.7337,0.9937186,5.4004,0.7531407,9.3353,0.7518844,18.4677,0,9.9672,1,9.2674,0.8109297,8.5007,3,12.4341,0,7.4342,0,5.8671,2,9.1675,0,4.467,0.6614321,4.7,1,3.934,1,5.3,0.3574121,3.701,0.3366834,7.334,0.995603,6.967,0.326005,3.967,1,7.601,0.665201,6.734,1,5.567,1,5.4,0.3385679,4.667,0.0138191,3.4,0.339196,5.934,0.3329146,8.434,0.01005025,18.502,0.3341708,18.868,0.1802764,20.834,0,4.768,0.8234925,6.8,0.3410804,35.635,0.1664573,12.101,0.01130653,13.034,1.521357,18.101,0.2041457,18.467,0.6268844,15.668,0.1648521,14.001,0.3586683,53,54
467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6128,17033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468,0.5862068966,0.2561420231,355.1207954326,0.5208333333,0.467,0.499,8,9,18774,18535,8,6,3.020780372,8.767,1,8.5337,1,9.0338,2,9.5674,0.7361809,11.8672,0.7448353,8.0005,0.5,5.9337,0.5,6.0162,0.7594221,5.2337,0.2569095,4.5336,0.02952261,10.9345,0.4024288,11.534,0.6256281,18.3341,0.8103015,8.7671,0.2537688,11.7674,4,11.0669,0,11.1339,2,11.9341,2,8.8338,2,7.2,0.6614321,7.5,0.02324121,5.267,0.2613065,6.401,0.4296483,4.967,0.01633166,5.467,0.6645728,5.734,0.6637353,7.901,1,7.601,1,10.268,0.6626884,6.633,0.9849246,8.067,0.333124,14.368,0.6645728,10.167,0.6582915,5.634,0.9924623,6.867,0.1425879,14,0.3301927,18.768,0.01005025,13.201,2,6.768,0.9842965,8.267,0.1155779,15.968,0.584799,13.067,0.1199749,12.601,0.9974874,11.534,0.5025126,17.168,0.4271357,14.367,0.0006281407,14.534,0.08668341,56,22
469,0.7068965517,0.629073393,263.3807245984,0,0.499,0.499,8,7,18607,26060,11,6,1.7642297519,13.3339,4,15.5673,1,8.9339,1,9.2671,1,9.234,0.9893216,6.6336,0.4924623,7.1672,0.7531407,5.1336,0.5439699,6.0997,0.5,5.133,0.2374372,12.8342,1,28.9016,1,9.3006,0.5012563,11.8673,0.491206,19.3676,1,7.5338,0,8.767,0,7.267,0,10.1993,0,5.6,1,7.401,0,13.034,0.1300251,6.634,0,4.634,0,13.634,0.3856784,13.767,0.2361809,6.034,0.9949749,6.4,1,7.9,1,10.701,0.6645728,22.935,0.9723618,4.967,0.1649916,12.402,0.2694724,12.167,0.01067839,9.201,0.3379397,13.034,0.07788945,26.601,0.9070352,9.667,2,6.234,0.8498744,10.201,0.3264238,24.801,0.9849246,10.401,0.9290201,14.034,1.432161,14.934,0.1752513,19.867,0.1048995,15.901,0,22.868,0.5006281,48,48
470,NaN,NaN,NaN,NaN,NaN,NaN,7,9,28347,30977,NaN,NaN,NaN,15.8676,1,43.702,2,12.1338,2,6.7002,0.5,9.6671,0.01570352,13.8007,0.7292714,5.4668,0.52701,NaN,NaN,NaN,NaN,NaN,NaN,15.5346,0.6173227,18.668,1,16.3009,0.7631909,35.2352,0.495603,13.8008,4,23.6012,0,9.6338,2,10.8333,0,13.334,2,4.566,0.343593,6.367,0.3297739,10.534,0.5,6.001,0.3337521,12.068,0.01005025,6.467,0.01758794,9.467,0.9924623,11.3,0.6815327,9.801,0.6670854,12.468,1,5.7002,0.6645728,11.201,0.1639447,7.234,0.3297739,6.066,0.003768844,19.101,0.2135678,9.234,0.007537689,19.334,0.008165829,27.602,0.1777638,11.8672,0,7.1,0,13.167,0.6631072,23.2346,0,17.535,0,12.867,1,21.167,0.02324121,16.368,0.003768844,16.301,0.004396985,31.502,0.04773869,40,24
471,0.5,0.3760710488,352.735659925,0.35,0.7,0.466,6,6,29148,30427,12,5,NaN,9.5673,2,13.5674,2,9.5987,4,8.367,1,6.2335,0.5,7.4005,0.2569095,5.5003,0.4987437,NaN,NaN,NaN,NaN,NaN,NaN,19.968,0.7537689,11.0336,0.4993719,13.8335,1,8.267,0.7554439,19.5678,4,9.2673,0,8.5339,2,7.2002,2,15.4008,1,5.601,0.3410804,6.3,0,3.866,0.01319095,5.4,0.3410804,8.267,0.1968174,3.401,0.9930905,6.3,0.6637353,8.467,1,5.701,1,8.167,0.9861809,6.234,0.991206,6.867,0,5.167,0.3718593,4.933,0.6647823,9.334,0.5,4.167,0.02596315,12.833,0.09045226,16.434,0.004396985,8.367,2,4.8,1,7.5671,0.334799,14.801,1,10.467,0,7.733,0.006909548,11,0,17.901,0.1670854,20.468,0.006909548,9.234,0.1620603,46,35
472,0.6034482759,0.6578496698,308.9323922744,0.1,0.533,0.566,5,9,20238,27978,13,13,4.0924288941,9.8671,2,7.8999,1,6.4333,2,7.6674,0,6.5007,0,12.1003,0.9949749,7.6003,0.003768844,5.5335,0.5,4.5665,0.2634003,5.0003,0.5119347,12.4677,0,9.3671,0.5,9.4854,1,6.7667,0,15.901,4,7.5007,0,7.3004,0,5.8006,0,8.6672,1,6.867,0.343593,5.267,0.6614321,7.634,0.3373116,6.333,0.9685929,4.201,0.6765075,11.401,0.995603,9.5,1,6,0.6683417,6.134,1,6.8,0.3366834,5.734,1,10.301,0.02324121,8.801,0.8322864,6.433,0.6853015,5.233,0.6614321,16.935,0.517588,14.535,0.8495254,19.833,1,7.567,0,5.567,0.3316583,6.434,0.6654104,11.667,1,14.933,0.6620603,13.1,2,13.701,0.5052345,18.534,0.5,15.467,0.02512563,13.101,0.9924623,59,68
473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9641,6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15843,23017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
475,0.3879310345,0.111728361,404.8006759109,1.1707317073,2.665,1.867,4,4,25359,24061,6,5,2.7999163396,10.4006,0,8.6007,2,3.7675,2,21.2678,0.9974874,12.1342,0.5,9.067,0.01005025,17.868,0.750349,3.4337,0,8.034,0.995603,15.767,1,12.4343,1,16.6342,1,16.801,0.2977387,11.0843,0.7462311,23.8673,4,9.667,0,84.2413,0,51.2357,0,16.3008,3,5.099,0.3373116,5.9,0.9886935,8.7,0.995603,12.434,1,8.134,0.005443886,13.234,0.9861809,7.533,0.3036014,12.2,1,7.933,0.665201,44.501,1,6.2,0.6796482,11.034,0.4570073,9.1,0.6438442,13,0.3172111,12.167,0.6463568,9.233,0,23.102,0.1243719,28.936,0.165201,16.034,0,6.968,0.9937186,10.534,0.3291457,28.901,0.09610553,19.469,0.02763819,22.335,1.056114,48.069,1,21.469,0.5919179,27.468,0,31.669,0.01444724,34,19
476,0.7068965517,0.5708320368,316.61560157,0.1025641026,0.733,0.7005,2,9,20238,27978,0,2,2.7095182406,14.034,4,8.834,2,10.9673,2,10.2677,0.506072,8.7006,0.747278,7.4001,0.2405779,15.701,0.9981156,8.6004,0.7613065,11.3679,0.5,6.1004,0.2600502,11.9342,0.7575377,20.9679,0.2497906,9.3669,1,10.4004,0.4874372,22.567,3,10.0005,0,14.0006,0,10.3673,0,8.967,1,6.334,0.9943467,9.001,0.3308208,5.901,0,7.467,0.3523869,5,0,9.6,0.6469849,10.867,0.669598,11.432,0.9949749,11.767,1,9.866,0.6541039,6.934,1,9.567,0.339196,5.033,0.2657035,6.101,0.2690536,6.266,0.3320771,6.533,0.005025126,24.834,0.4970687,17.901,0,8.4,2,7.401,1,12.201,0.0169598,10.867,0.4428392,12.3004,0.1601759,15.701,0.9970687,22.268,0.6407035,18.534,0.1976549,15.901,0.8762563,16.067,0.1595477,4,39
477,0.6465517241,0.7290764463,297.9627820847,0.0769230769,0.465,0.434,6,4,31742,30196,8,0,2.9895745235,10.1671,1,8.8006,2,7.0009,1,10.4007,0.4962312,12.3674,0.4556114,9.4673,0.5025126,5.6664,1,5.7666,0.7493719,6.666,0.9962311,4.6002,0.5,10.2676,0.5,7.967,0.9968593,10.4669,0.5,7.1671,0.7330402,19.2344,1,12.3007,0,7.6001,2,5.234,0,9.1006,2,5.267,0.9855528,8.533,0.9849246,3.733,0.7167085,7.267,0,4.9,0.331131,6.367,0.6702262,6.667,0.6834171,5.767,0.6815327,8.2336,1,5.301,0.6599665,7.233,1,8.133,0.2657035,4.534,0.3172111,4.4,0.6626884,7.101,0.3368928,7.434,1,15.501,0,15.868,0,8.6,0,5.767,0.9937186,5.433,0.6771357,15.968,0.1834171,12.5,0.05778895,10.7,0.321608,11.601,0,15.801,0.4365578,13.934,0.08563651,13.634,0.09066164,52,38
478,0.6120689655,0.6106668914,325.5264468485,0.1052631579,1.034,0.6345,8,8,20699,23136,12,2,3.2457259945,9.9005,3,8.7672,2,8.8005,0,8.8671,0.4968593,8.2337,0,8.067,0.5,4.8003,0.991206,5.1002,0.01005025,5.7999,0.9805276,5.7673,0.7562814,14.6677,0.5,9.8006,0.5,10.8339,0.7437186,18.9344,0.7072864,20.834,4,11.534,0,9.6338,0,7.8002,0,20.2009,4,8.2,0,6.667,1,5.301,0.9899498,5.267,0.97299,4.4,0.9572864,3.734,1,15.501,0.7378559,21.201,1,8.534,1,10.334,1,7.234,1,11.867,0,6.7,0.3297739,4.167,0,5.799,0.3253769,4.999,0.9874372,14.768,0.4179229,67.837,0,8.367,0,6.034,0.326005,7.934,0.9943467,16.134,0.3354271,11.834,0,13.768,0.3894472,12.767,0.4522613,20.335,1,14.434,0.06218593,15.101,0.3178392,60,57
479,0.7155172414,0.1470418231,348.1092630064,0.2,0.671,0.403,7,3,24247,14968,5,0,4.2675802855,19.3011,3,14.8674,1,12.1338,2,9.2347,0.7845477,5.001,0.7644472,9.7671,0.2355528,4.2003,0.9673367,7.3669,0.2355528,9.6672,0.9880653,8.767,1,11.2674,0.991206,12.7674,0.2569095,18.5337,0.5,19.0678,1,34.6687,2,19.101,0,9.4339,0,7.8669,2,9.3003,2,7.867,1,5.9333,0.02889447,4.667,0.343593,5.567,0.5270101,4.234,0.126675,3.367,1,9.301,0.3335427,15.234,0.6714824,10,0.3065327,6.933,1,7.268,0.3379397,6.834,0.5552764,4.634,0.285804,6.4338,0.3567839,8,0.1940955,3.6336,0.001256281,16.267,0.1658292,29.935,0.3410804,11.8,2,6.501,0.9953936,14.401,0.6666667,39.668,0.1716918,17.134,0,32.169,0.04522613,18.867,0.03329146,20.902,0.3316583,29.802,0.02826633,18.467,0.3320771,32,38
480,0.6379310345,0.8692649414,323.1167957933,0.0512820513,0.634,0.667,NaN,NaN,20238,27978,19,6,NaN,14.9342,4,10.9674,2,7.1345,3,6.3669,0.2451843,7.5674,0.991206,7.0004,0.2644472,6.1003,0.2393216,NaN,NaN,NaN,NaN,NaN,NaN,8.6357,0.5,15.434,0.2479062,10.9673,0.7481156,6.5337,0.5075377,16.5007,4,9.1341,2,8.434,2,5.6004,0,13.2993,3,5.367,0,7.768,0.6306533,6.2,0.3159548,8.401,0.2832915,5.033,1,8.233,0.9792714,11.001,0,7.901,1,6.833,1,6.868,0.6388191,10.134,0.6796482,5.967,1,3.9,0.9974874,5.133,0.3310302,5.733,0.1775544,5.667,0,14.135,0.8226549,28.869,0.6853015,6.867,0,6.968,0.02952261,6.633,1,18.101,1,41.703,1,9.9337,1.929648,16.067,0.2079146,20.968,0.1846734,29.035,0.8791876,13.867,1,33,31
481,0.5603448276,0.3602463314,368.267011437,0.425,0.703,0.5,6,7,31742,32361,3,10,3.7259920166,12.0671,4,16.6676,4,12.4005,4,7.5676,1,11.1671,0.9924623,6.2336,0.5049553,4.7336,0.9748744,4.6669,0.5056533,5.0336,0.9302764,5.3002,0.5,16.0345,0.2481156,24.6013,1,10.2341,0.5006281,13.3006,0.2342965,16.8008,3,9.1005,0,8.3006,0,5.433,0,9.1004,1,6.366,0.4191792,7,0.3316583,4.367,0.3316583,6.133,0.3461055,6.567,0,9.234,0.6670854,6.3,1,7.735,1,6.067,0.9805276,7.534,1,7.267,1,13.601,0.245603,8.934,0.3379397,16.934,0.3209799,7.734,0.06595477,5.001,0.3316583,14.968,0,17.635,0.0138191,15.734,2,8.234,0.343593,18.901,0.9761307,18.601,0.01633166,25.202,0.1714824,17.101,0.1017588,18.301,0.07286432,22.401,0.3429648,17.268,0.1507538,19.268,0.3379397,41,31
482,0.5431034483,0.4726654364,279.6350078523,0.0666666667,0.531,0.4,2,6,10101,13506,10,4,2.7403081621,9.6322,1,9.0669,3,11.6674,1,6.267,0,5.7976,0.5,8.3341,0.2493719,8.1005,0.7470687,4.3002,0.5056533,7.6337,0.9893216,4.3334,0.7531407,9.7344,0.7491624,9.1003,0,8.7339,0.9886935,8.7006,0.5791457,16.5007,1,7.8003,0,6.3007,0,5.6336,2,13.4672,2,6.067,0.5,4.367,1,3.7,0.5238693,6.2,0,3.401,0.3285176,5.067,1,5.667,0.9673367,5.834,0.6436348,7.5,0.3530151,5.7,0.6545226,5.634,0.6758794,6.067,0.3429648,4.534,0.4616834,13.067,0.3423367,10.134,1,7.467,0,14.701,0.5822864,17.634,0.4302764,6.334,2,7.367,0.6488693,7.067,1,29.702,0,12.134,0.005025126,14.834,0.01340033,27.501,0.6859297,22.301,0.2914573,13.367,0,27.001,0.3492462,41,1
483,0.6206896552,0.9892048999,423.2335297096,0.05,1.129,0.833,6,3,7904,16125,10,13,2.2122007957,36.502,3,11.2007,2,12.6006,3,13.3341,0.4842965,9.0338,0.2399497,17.1676,0.0006281407,10.2339,0.5069095,10.4,0.5,6.9669,0.2493719,12.568,0,22.0682,0,17.1344,0.001884422,13.3672,1,22.0011,0.4070352,22.9346,1,12.0008,0,161.7741,0,51.2357,2,23.5679,1,17.734,0.006281407,26.501,0.0138191,5.533,0,5.201,0.2920854,6.4,1,4.301,0,9.401,0.6463568,76.805,0.3394054,9,0.6677136,24.802,0.1959799,10.668,0.5033501,14.734,0.1972362,5.567,0,13.567,0.3379397,4.033,0.005653266,17.935,0.3427555,14.834,1,17.335,0,7.434,2,5.568,0,9.6339,0.9805276,26.669,0.055067,16.068,0,26.501,0.9987437,21.034,0.9949749,39.003,1,15.434,0.01821608,24.734,0.3036712,57,66
484,0.5344827586,0.2492339643,350.2951384686,0.2,0.433,0.399,2,9,27288,27672,10,0,2.6504896234,13.8672,2,11.2004,2,6.6008,3,9.8007,0.0169598,13.9674,0.5,9.4004,0.4924623,9.6005,0.2386935,6.6335,0.5025126,5.4004,0.5,4.6997,0.7537689,16.168,0.2441373,16.0673,0.04627303,10.8671,0.65201,13.934,0.7575377,17.0006,4,9.5002,2,9.2339,0,10.3671,2,10.001,4,3.766,0.4962312,3.8,0.9792714,7.468,0.6438442,4.934,0.3190955,3.6,0.9918342,9.067,0.7855946,7.667,1,12.168,0.607412,7.834,0.3255863,15.567,0.673995,9.234,0.9918342,4.967,0.665201,11.234,0.9974874,5.833,0.3729062,9.732,0.3417085,6.367,0.6932579,15.334,0.5558347,17.667,0.0678392,4.767,0,6.634,0.3479899,10.968,0.6796482,24.034,0.2504188,52.369,0.1665271,8.101,0.01633166,12.701,1,16.868,0.4428392,24.902,0.04061976,17.468,0.2506281,37,33
485,0.5,0.3944764201,406.01463497,0.35,0.8,0.836,3,4,9641,6708,3,0,1.7310747545,9.8006,4,8.501,1,10.1007,3,10.1337,1,8.3339,1,6.4671,0.7405779,5.1001,1,3.9334,1,5.1001,0.7613065,4.1335,0.5,15.0008,0.245603,7.967,0.2405779,12.734,0.7527918,8.8006,0.5056533,12.9674,3,18.2678,2,7.0671,0,5.5668,0,9.6339,1,4.2,0.9761307,6.034,0.6677136,5.934,0.6721106,6,0.007537689,4.2,1,4.533,0.6733668,6.834,0.665201,7.234,0.339196,14.668,0.6564071,8.267,0.3178392,5.7,0.6601759,14.734,0.3174205,6.767,0.3467337,5.5,0.692211,4.667,0,5.267,1,13.8,0.169598,25.334,0,8.8,2,5.367,0,5.166,0.9918342,15.268,0.1834171,9.267,0.00942211,6.667,1.982412,13.935,0.06909548,13.9,0.08249581,14.833,0,15.635,0.2167085,38,4
486,0.6551724138,0.5526132044,326.1260818554,0.15,0.736,0.5175,3,3,6128,14370,9,6,3.466947273,10.3336,1,13.8674,2,14.8681,4,9.6002,0,11.1671,0.008165829,7.3336,0.9579146,4.9668,1,8.7005,0.0169598,6.9008,0.02324121,9.4001,0.1484506,46.8028,0.9886935,18.4344,0.2430905,14.501,1,11.7674,0.2625628,15.6344,2,9.6338,0,7.4337,0,6.667,0,13.4009,3,7.067,1,4.701,0.9736181,6.467,0.06162759,6.8,1,4.534,0.3373116,12.433,1,9.401,0.9692211,8.735,0.6683417,8.767,1,9.2,0.977387,11.801,0.6689699,7.332,0,5.667,0.3190955,4.967,0.6710637,5.8,0.8140703,6.3,0.5822864,27.3,1,19.7678,0.0201005,9.434,0,9.034,0.3398241,8.034,0.9880653,12.534,0.1670854,9.7,0.9968593,8.7,1.998744,19.934,0.1664573,20.202,0.9991624,25.467,0.4315327,38.103,0.1677136,19,23
487,0.7844827586,0.5143829997,338.39391493,0.2,0.368,0.366,8,9,30872,30384,14,11,4.0196474379,10.0006,2,8.6004,2,12.9341,1,9.6003,1,4.4001,0.2437186,7.6353,0.751675,3.6331,0.001884422,NaN,NaN,8.2004,0.7581658,NaN,NaN,26.7352,0.5081658,12.6007,0.2468593,9.7669,0.9522613,7.9005,0.4993719,12.4337,4,9.0672,0,7.6004,0,8.0003,0,10.9005,1,6.134,0.330402,12.133,0.01067839,8.1,0.003140704,6.434,0.01193467,5.968,0.006909548,5.3,1,5.3,0.6746231,7.3,0.3329146,9.834,0.3203517,6.6,1,9.034,0.3266332,8.1,0.1193467,7.167,0.3333333,4.266,1,4.267,1,4.833,0,21.068,0.07349246,12.401,0.05904523,5.734,0,10.701,0.3301927,6.034,0.3548995,18.268,1,15.934,0,21.802,0.03894472,13.901,0.1700168,16.201,0.5131909,12.201,0.02135678,16.667,0.00942211,61,61
488,0.6379310345,0.5754640501,376.6929506479,0.2325581395,0.766,0.666,2,3,25221,30251,11,0,0.9139697785,10.1673,1,16.2009,1,8.0336,1,7.967,0.5,7.3671,0.01067839,9.3006,1,6.3668,0,5.3003,0.5,5.2336,0.9893216,3.5336,0,13.1007,0.9899498,13.5671,0,14.9674,1,13.7008,0.5,15.0006,2,10.9016,0,11.1006,0,6.9004,0,14.4482,1,11.734,0.7386935,7.601,0.3257957,7.7,0.3128141,5.967,0.3417085,7.733,0.3209799,6.034,0.9974874,10.134,0.006281407,11.468,1,13.568,1,13.267,0.3356365,19.834,1,9.867,0.3366834,12.101,0.6643634,10.167,0.3423367,5.4,0.0138191,8.701,0.3132328,11.967,1,19.368,0.9993719,11.667,0,7.234,0.343593,22.534,0.9943467,35.935,0.1683417,12.666,0.02701005,16.4012,0.03768844,12.468,0.2079146,15.367,1,19.967,0,15.902,0.1727387,39,39
489,0.6034482759,0.6717843449,288.5006584009,0.125,0.433,0.832,8,6,20699,24800,11,9,NaN,15.2006,3,8.9672,1,6.7669,1,8.8338,0.7600502,6.4337,0.2613065,5.9339,0.5,5.5003,0.7437186,5.1002,0.4943467,5.7672,0.9359297,3.6337,0.5,10.0672,0.7474874,10.5996,0.2430905,13.0671,0.5008375,8.6005,0.7361809,17.5012,4,8.2003,0,7.8002,0,6.0336,0,12.0671,3,7.367,0.3467337,7.001,0.003140704,4.667,0.3115578,5.3,0.2028894,4.5,0,5.167,0.9949749,12.967,0.3316583,4.667,0.6704355,7,1,6.401,0.9861809,6,1,7.467,0.1425879,7.067,0.3178392,5.2,0.3574121,6.467,0.3410804,3.068,1,16.301,0.1576633,21.2,0.08479899,7.534,0,6.234,1,6.967,0.3360553,16.467,0.005234506,10.867,0,10.567,2,13.568,0.005025126,15.567,0.5,15.401,0.006281407,26.369,0.04962312,71,49
